161,金門縣,金沙鎮,財團法人金門官澳龍鳳宮,,天上聖母,官澳16號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12094,NULL
162,彰化縣,芬園鄉,寶藏寺,,天上聖母,進芬村1鄰彰南路三段135巷100號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12114,NULL
163,新北市,土城區,土城瑞坤宮,,天上聖母,四川路瑞興里3鄰29巷34之1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12122,NULL
164,新竹縣,寶山鄉,天上聖母廟,,天上聖母,新湖路寶山村一段270號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00027,NULL
165,彰化縣,芳苑鄉,福海宮,,天上聖母,民生村芳漢路2號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00030,NULL
166,彰化縣,鹿港鎮,聖安宮,,天上聖母,洋厝里鹿草路三段513巷1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00040,NULL
167,彰化縣,鹿港鎮,草港慶安宮,,天上聖母,慶安街草中里65號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00043,NULL
168,彰化縣,芳苑鄉,順安宮,,天上聖母,漢崙路漢寶村300號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00044,NULL
169,新北市,三峽區,三峽興隆宮媽祖廟,,天上聖母,民權街三峽里50號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00065,NULL
170,新竹市,香山區,新竹市內湖龍正宮,,天上聖母,內湖里內湖路90巷1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00104,NULL
171,屏東縣,佳冬鄉,代天宮,,天上聖母,北興路燄塭村34-18號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00161,NULL
172,宜蘭縣,礁溪鄉,吳沙澤蘭宮,,天上聖母,開蘭路吳沙村161號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00171,NULL
173,彰化縣,芳苑鄉,彰化縣芳苑鄉普天宮,,天上聖母,芳苑村芳 漢路芳二段161巷100號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00175,NULL
174,彰化縣,芳苑鄉,復興宮,,天上聖母,永興村光復巷10號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00255,NULL
175,彰化縣,鹿港鎮,福崙宮,,天上聖母,崙尾巷山崙里77之1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00266,NULL
176,臺中市,外埔區,天君宮,,天上聖母,甲后路大同里3鄰446號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00294,NULL
177,彰化縣,鹿港鎮,新祖宮,,天上聖母,埔頭街洛津里96號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00301,NULL
178,屏東縣,佳冬鄉,天后宮,,天上聖母,佳和路佳冬村48號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/00304,NULL
